Feature	Description	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Barrett's Esophagus_1	Barrett's Esophagus_2	Barrett's Esophagus_3	Barrett's Esophagus_4	Barrett's Esophagus_5	Barrett's Esophagus_6	Barrett's Esophagus_7	Barrett's Esophagus_8	EAC_1	EAC_2	EAC_3	EAC_4	EAC_5	EAC_6	EAC_7	EAC_8
CREB3	NA	5.74748033	6.090404495	6.415751409	6.155919102	6.684861696	6.076724391	5.741399338	7.019654371	6.858354929	6.744647941	6.261873291	6.571582997	6.528834726	7.02970739	6.330433664	6.812125048	6.512784908	6.597963921	6.579667792	6.528688645	6.608405402	6.902843235	6.771133401	6.194201289
CREB3L1	NA	3.354725336	3.598968363	4.239483911	4.668045789	5.186121921	4.703895946	3.243156608	4.09241027	5.893426995	5.832821559	5.30321208	4.403093701	5.166869464	5.788007594	6.182934536	6.329091699	5.781001651	5.468862787	4.905541648	6.400900195	5.34856572	4.815381528	5.706519304	6.544617729
CREB3L2	NA	7.08824182	6.996406977	6.892844666	6.665428908	6.85203113	7.063903961	6.742408826	7.418540902	7.196611662	7.506701664	6.981098673	7.160302281	7.928658247	7.187279164	7.035884607	7.034828362	6.764231269	6.510704669	7.102005407	7.002337921	7.102663951	7.056520052	6.739336627	7.151877237
CREB5	NA	3.914021008	3.848017675	3.380994674	2.681021529	2.442347035	2.332143895	3.862832761	3.653252276	3.887730313	3.054001182	2.949688335	3.594568775	3.828641396	4.120661871	4.056988776	2.970414466	4.819474789	4.743191484	2.00148	3.893859035	3.202746443	3.60004824	4.871373227	2.370243741
CREBBP	NA	4.927101646	5.24236951	5.066620604	4.851949386	4.728940734	5.125229384	4.928499768	5.621546501	5.32563153	5.571870588	4.914914586	4.525718039	4.314591741	4.876107862	4.80598239	4.497199784	5.005972957	5.543903086	6.076222314	4.991470428	5.182272517	5.387490031	5.591810539	5.194755003
CREBL2	NA	6.041758536	6.250035377	5.761811167	5.316797379	5.995011553	6.265431632	6.120423454	6.916277868	6.076585836	6.188698792	5.850498106	5.460309787	6.069424508	6.054127522	5.843460408	5.813766917	5.990528052	5.863202808	6.738169102	5.977380494	5.840506518	6.353660721	6.09737683	6.202870612
CREBZF	NA	4.738130486	4.791074747	4.107296261	4.040414996	3.82071592	4.481404638	4.537031713	4.187881375	4.134407275	4.270013438	4.622140439	3.556028321	4.000291952	4.562811089	4.556815264	4.167637529	4.589072464	3.947230639	4.946520267	4.847602682	4.262086554	3.866946184	4.683348712	4.61089903
CREG1	NA	8.155218514	8.052582991	7.560236703	6.653507983	7.594984986	8.051500258	8.383958898	7.677539374	7.321056273	7.387894865	7.66972865	6.919387363	7.469255005	7.726521381	7.860686475	7.313686945	7.42368784	7.199005976	7.900636613	7.740533959	7.471306171	7.570907062	7.857519471	7.875271303
CRELD1	NA	4.96284463	4.946629964	5.308762624	5.394081989	5.434158589	4.521788577	5.066385309	6.082903607	5.194067345	5.527045296	4.825910853	5.145748768	5.11559573	5.215479088	5.144000006	5.38907173	5.129306824	4.903050083	4.886582645	5.078293943	5.323497665	5.604330396	5.648622063	5.255409866
CRELD2	NA	7.294173474	7.161389237	7.799507386	7.981904095	7.77787641	7.329093736	7.356726775	7.002883624	7.203777476	7.355896661	7.395905754	7.767517987	8.21189011	7.413186378	7.692980148	8.218032154	7.810068783	7.691930758	7.165570752	7.856745507	7.503289631	8.246669731	7.941651253	7.52012615
CREM	NA	4.316228632	4.043011214	4.172347695	4.206250645	4.490259353	4.021261668	4.293084837	4.48769904	4.457572172	4.599847808	3.894525995	4.355206205	4.511524692	4.290987343	4.079721108	4.336502043	3.419578996	4.328164446	4.823523882	4.59914721	4.376606868	4.761074328	4.527442386	4.319738464
CRH	NA	3.358974894	2.532151218	3.363943356	3.500212807	3.449740571	3.730107044	2.477244067	3.025526669	2.993665508	2.127096632	3.632403576	2.35544032	2.797281335	4.014895541	3.180728953	2.769139351	3.137832784	3.025349985	2.230765368	2.180401499	2.494194843	2.790694413	4.057068091	3.503800307
CRHBP	NA	4.417635062	4.070734697	4.59511985	5.156753802	3.238678452	4.521788577	3.063390922	4.000033883	3.222867846	4.25561271	3.943521672	3.535145354	4.351567427	4.213607983	4.225372825	4.747537427	4.348986781	4.498697941	4.043051268	3.912023005	2.901421594	3.777348102	4.480740108	4.343805422
CRHR1	NA	3.4918222	3.795741776	4.221492413	3.802621413	3.86911114	3.50051143	3.923133556	4.175262224	3.65832992	3.289905112	4.139207833	3.721324644	3.475099288	3.670235565	3.723893104	3.951652113	4.244594972	3.596828606	3.236283638	3.649607492	3.5320396	3.624063358	4.065756021	3.594844403
CRHR2	NA	3.742392144	3.496204439	4.189871637	4.291285368	3.848192676	3.654304887	4.137215473	3.777476379	3.729361173	4.425818114	3.745013382	3.379302704	3.959070454	3.445812949	3.45018403	3.856382893	3.644777956	3.252174026	3.302682789	4.134696576	4.033822263	3.609564732	4.306426201	3.155576939
CRIM1	NA	5.564979673	5.427960016	5.11898605	4.455600457	5.550839237	5.493759697	5.297514723	6.49264518	6.211474982	6.906141718	5.384692608	5.701863798	5.560753667	5.266729641	5.794887139	5.345237029	5.074296875	5.650176917	6.191492047	6.049195385	5.289286295	5.67425649	6.314921788	5.988449538
CRIP1	NA	6.420646182	5.856503562	6.878017461	8.78373334	6.778898657	7.256508932	6.312641839	6.893656355	8.375376139	7.975839629	6.814213535	7.614805365	7.138390696	8.208001435	7.94179349	7.620312853	8.768729817	6.338594078	7.22657258	7.60762978	6.892032319	7.233166568	6.641704227	6.485093146
CRIP2	NA	7.154459095	7.093155425	7.679066481	8.073901598	7.543644041	7.156956365	7.274063672	7.521642779	6.703310805	7.032624261	6.830550208	7.112001393	7.181744024	6.698514633	6.905051627	6.843643334	6.320768294	5.271459912	6.016888599	6.949281026	7.577633833	7.118907217	5.73431168	5.771752601
CRIPT	NA	5.455748374	5.312713247	5.338979348	4.320151231	5.343290732	5.184588601	5.414321042	5.668845905	5.157329673	5.165357239	5.233778845	4.835487941	5.05305601	5.013963084	5.091908014	4.799090879	4.622027303	5.232711609	5.811140993	5.085742767	5.196284641	5.216022124	5.928258471	5.18961795
CRISP1	NA	1.762149789	3.290513706	2.779224185	2.187878511	2.08433935	2.720515734	1.950986335	2.513451133	2.966069541	2.433959496	3.603729896	2.935495197	2.172162384	2.075204893	2.60996165	3.377907743	3.0195556	1.96483322	3.418580563	1.781658116	3.11596854	2.555029109	3.061564286	2.794185812
CRISP2	NA	4.521788577	5.709101636	1.609437912	3.005682604	3.5085559	3.610917913	4.107589789	2.312535424	1.686398954	2.815408719	3.96081317	2.406945108	3.799973502	4.232656178	3.931825633	4.338597077	3.015534901	2.525728644	3.540959324	2.928523524	3.974058396	4.043051268	3.218875825	1.774952351
CRISP3	NA	9.286087714	9.343489191	8.362011981	7.891891558	8.633036569	8.242545797	8.870564685	0.693147181	4.866764924	7.350965653	8.502018638	3.5085559	7.19014839	5.281679725	8.383273152	6.019079714	1.667706821	2.186051277	3.45946629	4.244200318	8.606009605	1.458615023	6.253251722	1.547562509
CRISPLD2	NA	6.26206404	5.8386047	6.789084349	6.044531268	7.586600675	6.412310757	6.109247583	8.398612338	8.152572478	7.532355917	6.182911012	7.560757319	8.161631913	7.531230786	6.085182551	7.850765836	7.039835619	6.656855051	8.141277177	7.25587372	7.684646003	8.174111158	7.10282852	7.581107832
CRK	NA	6.796666463	6.943171131	6.158092583	5.280320174	6.328301854	6.545981357	6.783368234	6.603394386	6.787142918	6.57572798	6.6123448	6.269619684	6.515531753	6.070911039	7.002103601	6.746674632	6.050404311	5.87512044	6.178593287	6.225368584	6.325809854	6.417167954	6.036039501	6.833170875
CRKL	NA	6.526424456	6.44365775	6.576583576	6.224232394	6.332426831	6.58024053	6.399029407	6.041534195	5.824705588	5.928334884	6.400312243	6.164387381	6.141191738	6.360182088	6.283542783	6.032975794	6.016139908	5.920922267	6.075257081	5.992323996	6.234866112	5.790462121	6.011353672	5.696631582
CRLF1	NA	3.47506723	3.935739532	5.291292752	5.227894902	5.280153396	4.738826571	2.901421594	3.529297384	5.283711214	5.654942309	2.509599262	5.251749731	5.125153748	4.169761202	3.73289634	4.943782987	2.186051277	2.778819272	2.721295428	3.295836866	5.520260197	5.313698469	2.778819272	3.095577609
CRLF2	NA	4.647271362	4.593097605	4.547541073	3.914021008	4.489759334	4.210645018	3.906004933	2.990719732	4.207673248	3.214867803	4.693181063	4.338597077	3.086486637	4.535820108	4.570578741	3.144152279	4.936629881	3.883623531	3.148453361	2.701361213	3.496507561	4.191168747	3.377587516	3.122364924
CRLF3	NA	6.915425785	7.156800468	6.578278517	6.523709138	6.331323898	6.583685809	7.140532279	5.75827066	6.427782119	6.33167977	6.778329732	6.335231541	6.575772948	6.916219357	6.810473156	6.705394267	6.009795504	5.937800023	6.789084349	6.2433899	6.292864596	6.215407779	6.492997124	6.659678461
CRMP1	NA	4.838660029	5.07579862	5.531411249	6.345285422	5.429784129	5.384495063	3.117949906	5.370172804	5.259576538	5.579729826	5.638354669	5.967171855	5.772686453	5.469746482	5.24491659	4.804021045	5.227894902	5.33368451	5.862778539	5.7330176	5.672979566	5.465948208	5.800001332	5.261653382
CRNKL1	NA	5.679489782	5.752255128	5.547128665	5.330300412	5.929589143	5.637998734	5.772375266	6.348264483	5.793927825	6.20314262	5.66122286	5.500441551	5.681877639	5.439816929	5.830121397	5.500849964	5.690697235	5.754475589	6.159306783	6.542904144	5.461286195	6.00561397	6.207382053	6.053029903
CRNN	NA	10.16329085	10.19859077	10.27300419	10.49770627	10.29427548	10.00291198	10.25461614	4.550714	7.978550914	9.432675597	10.04442272	9.880177983	10.04320602	10.18791809	9.808594286	8.980247732	5.861071083	3.966511191	2.079441542	8.283443594	10.35904357	4.409155302	3.010620886	3.250374492
CROCC	NA	3.268954124	3.350955612	2.893969891	4.836216395	3.849241394	3.047281253	3.752044325	3.558602752	3.674711866	4.088237979	3.728954651	3.887860469	4.024751841	3.548658614	3.523862948	3.65339991	4.263840996	4.630725825	4.425310399	3.26354017	4.005378958	3.624429814	4.017263667	3.675290198
CROCCP2	NA	6.07557589	5.869014387	5.990714266	5.426270731	5.346631227	6.017863021	5.87521159	6.120956542	5.884714177	5.667809814	6.095824562	5.191845122	5.431973751	5.394536224	5.524257005	5.535758223	5.348535083	6.204355722	5.952203833	5.637286483	5.371567828	6.132312856	6.51010952	5.107156861
CROCCP3	NA	3.36268486	3.75174679	2.842894106	4.350277104	3.032392355	2.891758721	3.096242591	2.208214031	2.575198618	2.693804737	2.569778037	3.495422823	3.082908467	3.46444028	2.692339266	2.985120455	3.152562495	3.133097175	2.830385292	2.754856085	2.863146924	2.575285567	3.529164069	3.912782428
CROT	NA	7.750184162	7.733771133	7.012835755	6.275326833	7.145748033	7.402573465	7.111919864	6.518999784	6.403077386	6.784570178	7.07335446	6.314815359	6.074886155	6.971856204	6.657882668	6.605027248	6.600142571	6.561596277	6.185591149	5.798789578	7.080699674	6.069119792	6.119197914	6.464120905
CRP	NA	3.103187147	2.925641258	3.177393673	3.742094426	3.21720905	2.992446501	2.152032547	2.074416374	2.364136192	3.134434493	2.420634724	2.552912127	3.186864631	2.722117121	2.207125891	3.102339484	2.748993781	1.808154381	2.905690243	1.787855378	2.504383442	2.230534421	2.415275616	1.90110407
CRTAC1	NA	5.86760056	6.247655952	5.415211118	5.452325179	5.281171208	5.703782475	5.542439324	5.39180771	4.784152842	5.085742767	4.338597077	5.477717995	4.957234517	4.396915247	4.922168313	5.013963084	5.015291106	4.829113417	4.843399375	4.757032535	5.619675965	5.148656592	5.161351511	5.123368564
CRTAM	NA	2.624668592	3.299533728	4.200204953	3.572345638	3.815512105	4.027135813	4.007333185	1.62924054	2.867898902	3.068052935	3.086486637	3.437207819	2.459588842	4.272490748	4.056988776	1.30833282	2.066862759	4.036008985	3.945457782	3.33220451	1.871802177	3.198673118	4.377014093	3.424262655
CRTAP	NA	5.995705541	6.043345169	6.376897001	5.933835434	6.055612367	6.539585956	6.003146052	7.575482082	6.162683026	6.40141956	5.864483085	6.286556598	6.073965769	6.180844468	5.824228628	5.971516909	5.792403666	5.992713767	5.908897823	6.00561397	6.303534308	7.081036091	6.235390638	6.284134161
CRTC1	NA	4.927991955	4.671860127	5.142191133	5.304327104	5.042327138	4.83187701	5.133212523	5.355621701	4.510325469	4.849828463	4.874182367	4.880908996	4.952059676	4.81063526	4.836458243	4.624361136	4.773675518	4.349777374	4.344297674	4.645342748	5.50763972	5.118978893	4.420284305	4.545584687
CRTC3	NA	6.953779717	7.077751186	7.445008595	7.281660918	7.700159386	7.359403983	7.105129638	8.004398965	7.35314598	7.47045203	7.163249847	7.16123403	7.373499851	7.230635562	6.993290567	7.275380054	7.610357618	7.187203547	7.222347017	6.96517477	7.537270194	7.729075773	7.145117268	7.254672773
CRX	NA	4.33073334	3.280911216	4.421247348	5.12455904	3.819907717	4.242764567	3.230804396	4.010962953	2.549445171	3.222867846	3.555348061	2.116255515	4.542230386	3.955082495	4.59511985	2.954910279	2.332143895	2.63905733	3.895893623	2.667228207	3.763522997	2.701361213	3.735285827	2.63905733
CRY1	NA	6.55592572	5.792708684	4.770684624	4.433194921	5.586499314	5.652138242	6.084727178	6.792681071	6.523562306	6.562161568	5.406274508	5.218732887	5.800909185	5.614222398	6.350711181	5.946205641	5.210032452	5.795753753	5.888046588	5.444147815	5.922114469	5.926125706	5.801816215	6.835292107
CRY2	NA	2.895911938	3.091042453	3.514526067	3.786459782	2.747270914	3.072693315	2.341805806	5.294309345	3.100092289	3.728100167	3.770459441	2.32238772	2.240709689	2.624668592	2.379546134	3.321432413	3.449987546	4.683981366	4.304065093	3.535145354	2.867898902	5.154446996	4.858260814	2.282382386
CRYAA	NA	4.553876892	4.905274778	5.131081447	4.393213824	3.250374492	4.900076104	4.607168189	3.688879454	4.314817885	4.649187071	4.516338972	4.703203926	3.708682081	4.601162165	3.916015027	4.910446567	4.568506202	3.740047741	4.630837933	4.350277936	3.711130063	4.195697056	4.251348311	3.763522997
CRYAB	NA	8.808129962	8.628358825	8.587838031	9.44735527	8.296970371	7.831577577	7.582789404	8.926942443	6.831306107	8.073527649	8.25385245	7.703459048	7.264380222	7.234465738	7.796798136	7.380380469	5.898526551	4.633757643	6.169401506	6.873474345	8.355215292	8.225636957	5.706445592	5.782901679
CRYBA1	NA	2.525728644	3.947390149	2.980618636	3.310543013	2.406945108	3.068052935	2.58021683	3.691376334	2.128231706	1.722766598	3.529297384	1.458615023	2.533696814	3.039749159	2.4765384	2.694627181	2.681021529	3.335769576	2.282382386	1.131402111	1.887069649	2.533696814	1.435084525	2.433613355
CRYBA2	NA	2.151762203	2.014903021	2.208274414	2.151762203	1.808288771	2.151762203	2.397895273	1.458615023	1.504077397	1.547562509	1.589235205	1.824549292	2.332143895	1.902107526	1.757857918	2.370243741	1.974081026	4.08933202	1.547562509	1.740466175	1.609437912	1.280933845	2.240709689	2.856470206
CRYBA4	NA	2.879198457	3.214867803	2.595254707	3.723280881	2.975529566	2.292534757	3.514526067	2.292534757	2.734367509	1.757857918	2.587764035	3.499533282	2.694627181	2.208274414	2.681021529	1.722766598	2.564949357	1.824549292	2.186051277	2.261763098	3.039749159	2.163323026	2.624668592	1.824549292
CRYBB1	NA	2.587764035	2.341805806	2.341805806	2.76000994	2.406945108	2.660259537	2.653241965	1.667706821	2.174751721	1.931521412	2.549445171	2.312535424	2.128231706	2.694627181	1.987874348	2.442347035	2.660259537	2.028148247	1.808288771	1.791759469	2.282382386	1.916922612	2.610069793	2.140066163
CRYBB2	NA	2.674148649	2.379546134	2.766319109	4.087655574	3.238678452	3.202746443	3.744787086	3.039749159	2.862200881	2.734367509	3.058707073	2.821378886	3.394508394	3.353406718	3.284663565	3.202746443	3.440418095	2.727852828	2.415913778	3.117949906	3.317815773	3.104586678	3.520460802	3.277144733
CRYBB2P1	NA	4.610157727	4.971894466	4.409155302	3.493472658	5.359412466	5.024538199	4.692264893	5.337057195	3.583518938	5.069532935	4.997212274	4.099332104	4.953006181	5.031744257	4.423648309	4.656813419	4.453183829	4.000033883	4.942356453	5.222515653	4.949468859	4.56017282	5.32933142	4.368181228
CRYBB3	NA	2.151762203	2.208274414	2.424802726	2.646174797	2.219203484	2.186051277	2.424802726	2.041220329	1.840549633	2.116255515	2.312535424	2.57261223	2.341805806	2.442347035	2.292534757	1.916922612	2.4765384	2.197224577	2.240709689	1.931521412	2.379546134	1.840549633	2.468099531	2.351375257
CRYBG3	NA	6.933715381	7.146299627	5.974826906	5.274536838	6.330789853	6.30718728	6.731733835	6.667084011	6.250361268	6.276079421	6.558765018	6.41656887	6.477433795	5.785362462	6.642356415	5.870144012	5.721949779	5.496758305	5.851340039	6.302802109	6.223964193	6.072814093	6.176490776	6.044294161
CRYGA	NA	2.867898902	2.895911938	3.356897123	2.850706502	2.63188884	3.015534901	4.14472077	2.388762789	2.251291799	3.000719815	2.541601993	3.465735903	2.839078464	2.564949357	2.653241965	2.557227311	4.494238625	2.766319109	2.76000994	2.890371758	2.727852828	3.27336401	2.681021529	2.970414466
CRYGB	NA	2.32238772	2.610069793	2.815408719	2.93385687	1.824549292	2.517696473	2.595254707	2.2300144	3.222867846	3.873282177	2.954910279	2.174751721	2.379546134	2.646174797	2.041220329	3.937690752	4.518522379	4.370712875	2.714694744	4.028916757	2.32238772	4.404277244	4.564348191	4.589040804
CRYGC	NA	5.155601064	4.536891345	4.923623917	5.683919846	4.925803359	4.697749367	3.645449896	3.985273467	3.955082495	4.715816706	4.978112102	3.46260601	4.463606622	4.786658062	4.727387819	4.470495283	3.063390922	3.198673118	4.64053733	4.284964922	4.177459469	3.18221184	4.297285406	4.391976966
CRYGD	NA	4.291828367	4.194189897	4.151039906	3.198673118	2.186051277	4.473921899	3.214867803	3.822098298	3.08190997	3.852273001	3.958906591	5.027164596	3.523415014	2.128231706	3.797733859	4.065602093	5.30529298	4.687671407	4.380775853	2.740840024	4.371976299	3.83081295	4.104294893	4.235554731
CRYL1	NA	6.722990741	6.483718785	7.083052221	7.200126341	7.027580672	6.685611228	6.524589678	6.693075806	7.061162826	6.791446157	6.661598953	6.287300784	6.427620503	6.517375808	7.112897779	7.215607558	6.400589616	6.694190702	7.011844988	6.212205214	6.825242857	6.613786822	6.407704728	6.900428504
CRYM	NA	6.592907538	5.173887288	5.634075062	5.308762624	5.130490256	6.538863151	5.82008293	4.759606539	6.258433578	5.738183901	6.259581464	5.056882545	4.777441407	5.838313368	5.241747015	5.647917342	6.282453645	6.102782283	6.346337869	6.214808078	5.549465114	5.565669173	6.166677565	6.331323898
CRYZ	NA	6.306092789	6.546211358	5.571012697	5.302807272	6.030444847	6.523709138	6.916516785	6.790771923	6.095599312	6.646650221	6.498432741	5.530222424	6.112575373	6.593181511	7.239645606	6.559615237	6.21620682	5.365508616	7.103486523	7.509444849	5.889708638	6.296556681	7.264380222	6.792456655
CRYZL1	NA	5.687991789	5.610570093	5.627621114	4.449685283	5.358000369	5.941748955	5.671603576	6.97634807	5.588371623	6.024657514	5.316157285	5.602118821	5.2907891	5.933570569	5.476045054	5.174453379	4.563305982	5.085124146	5.338018733	5.344723739	5.394081989	5.965120572	5.582744146	5.244389025
CS	NA	8.290944825	8.415226909	8.566630765	8.131677759	8.167891002	8.392423304	8.451800973	8.135522732	8.222902664	8.042120737	8.204124933	8.103191752	8.156567597	8.285664584	8.122014991	8.08011357	8.086594874	8.25103775	7.987048823	8.434506993	8.161860204	7.788750384	7.707647017	8.404270824
CSAD	NA	5.338499156	5.11679549	4.718498871	4.682131227	4.525044142	4.980863136	5.91242134	4.565389316	4.601162165	4.703203926	4.812184355	4.543294782	4.365643155	4.039536326	4.982921456	4.151039906	4.447346101	5.243861181	4.696837375	5.56375383	4.313480092	4.494238625	5.102302483	4.829113417
CSDA	NA	6.86467677	6.887617679	7.169642575	7.080596521	6.617344136	6.990602812	6.923719097	7.035566092	6.363977839	6.60081423	6.78346025	7.150025758	6.759079524	7.089016797	6.919861349	6.622242111	6.414088002	6.616416042	6.436966612	6.023536365	7.034457011	6.709451221	6.168043361	6.710870106
CSDC2	NA	2.714694744	3.698829785	3.068052935	4.225372825	2.541601993	3.449987546	2.949688335	3.493472658	2.975529566	2.57261223	2.525728644	2.397895273	2.240709689	2.667228207	2.208274414	2.468099531	3.194583132	2.57261223	2.895911938	2.272125886	2.451005098	4.365643155	3.577947893	2.653241965
CSDE1	NA	8.055132637	8.061878722	7.298011397	6.806597422	7.746448062	7.944397196	8.10955001	8.84532043	7.819120376	8.474602599	7.627676573	7.520179824	7.863595923	8.042672285	7.835055496	7.718421412	7.861186426	7.61982932	7.814451226	7.579439599	7.815457273	8.181511996	7.601919017	7.974498401
CSE1L	NA	6.142431533	5.964484246	5.46805352	5.699188354	6.019815764	5.684442558	5.89667535	5.789515723	6.07407345	5.638223279	6.077393984	5.740975106	5.733751168	5.896361575	5.816616144	5.350070735	6.359034916	7.146242322	6.050624647	6.053141255	5.674784655	5.740933457	6.175223759	6.045357347
CSF1	NA	4.034984856	4.277569958	4.077506889	4.406400803	4.040519057	4.342421289	3.448306421	4.079074446	4.117620087	4.227917588	4.239326471	3.937207523	3.93770206	3.958014264	3.957823577	4.017040711	4.265862261	3.711206459	4.061624277	3.941480703	4.104924181	4.084430001	4.637661671	4.221054268
CSF1R	NA	5.219815138	5.757007236	5.88109149	5.669880923	5.742361957	5.626181229	5.64403247	5.614586896	5.004617222	5.636573725	5.265277512	5.98670323	5.518255787	5.320567975	4.728272383	5.345200952	4.70682384	5.269917892	5.884435974	4.974662634	5.424509392	6.60692042	5.880253618	5.662613198
CSF2	NA	3.894031146	3.474966577	4.159273556	4.441199323	4.066974187	3.764259961	3.778652893	3.304950826	3.505079213	3.752834138	3.741563149	4.929985915	4.799428328	4.180609926	3.795519487	3.697280357	4.085375712	4.058536885	3.764652206	3.374145252	3.953222048	4.446837146	3.601535322	4.002858678
CSF2RA	NA	2.953072427	3.660300665	3.582815813	3.527796367	3.585470433	2.889282583	3.679431363	3.419915843	2.512931403	3.438338104	3.124519258	3.707337577	3.693535863	3.544146235	2.940355771	2.755511726	2.847407695	3.403804114	3.971674312	2.705507537	3.125746323	3.289632356	3.533741812	3.689899566
CSF2RB	NA	5.077670695	5.084505143	5.28675073	5.319099906	5.117993812	5.383117968	4.938064601	4.994505912	5.53417969	5.488524418	5.580484258	6.352106612	7.011754869	6.044768319	4.919250732	5.009301071	5.080783054	5.995456568	6.060290738	5.53417969	5.387700928	5.897977704	5.299316867	5.744284418
CSF3	NA	2.525728644	2.740840024	2.827313622	2.990719732	4.994505912	2.587764035	2.557227311	2.197224577	4.457829598	2.424802726	3.552486829	6.317886448	6.271555379	2.351375257	2.602689685	3.790984677	2.714694744	2.895911938	2.646174797	2.701361213	4.472780998	4.259859001	3.214867803	2.960105096
CSF3R	NA	4.110873864	3.261935314	3.117949906	3.686376324	2.451005098	2.549445171	4.605170186	3.360375387	2.48490665	1.931521412	2.740840024	5.049214776	6.026831691	4.216562195	2.674148649	2.90690106	1.960094784	6.789422092	3.020424886	3.869115504	3.55820113	4.394449155	4.813809051	4.522874943
CSGALNACT1	NA	4.891100725	5.580107113	5.291292752	4.028916757	6.340888264	5.746841964	5.95116325	6.880897825	6.263588721	6.538139824	5.516649361	6.416078474	7.124397744	6.059123196	5.742682624	5.505737957	4.440295543	4.894101478	6.006106824	6.603401672	6.180430647	6.687981045	5.326904823	5.498396978
CSGALNACT2	NA	4.271323245	4.57202763	4.323834335	2.871693865	4.621500577	4.343852645	4.527465116	5.762762873	5.111579907	5.225933944	3.846054388	4.348956733	5.035865446	3.986922188	4.607595295	4.532963565	3.982562673	4.773906054	5.714399126	5.229504628	4.362539263	5.598985633	5.210736492	5.070820544
CSH1	NA	2.375741114	2.169449698	2.681828632	2.790220239	2.364763056	2.425694559	1.935832841	1.654364291	1.895236548	2.108248226	2.292765867	2.3948448	1.980380472	2.233536537	2.08184915	2.085537093	2.216602317	2.001273164	2.152443752	1.946194994	1.870548461	2.067895194	2.347492344	2.185476859
CSH2	NA	2.952049159	3.030020019	3.025307989	3.415701226	2.926302129	3.301030556	2.678332561	2.063473523	2.456720287	2.52347904	2.949185552	2.615362046	2.405295583	3.052806253	2.716033371	2.761821379	2.654231354	2.814525307	2.611427829	2.374284133	2.547212334	2.736217608	2.302760412	2.885574588
CSHL1	NA	2.753323861	2.586375158	2.985211191	3.212463813	2.760545198	3.015065664	2.608896358	1.896723181	2.603825184	3.464469452	3.103111277	2.817365558	2.663552413	2.937732174	2.980977725	2.497104812	3.709188224	2.478967263	2.491227919	2.809995616	2.889587558	2.068478125	3.122367846	2.677129729
CSK	NA	7.42523869	7.38578908	7.580189418	7.883333268	7.309680797	7.512726769	7.415355707	5.950382102	6.751569196	6.688230173	7.304381438	7.280628322	6.988136391	7.152268856	6.992739603	7.233744186	7.17999371	7.527632598	6.625127081	6.427782119	7.395844376	6.625392368	6.802061374	6.743823587
CSN1S1	NA	3.974058396	3.903990834	2.186051277	3.608211551	3.968403339	2.901421594	3.5085559	1.722766598	2.174751721	1.526056303	1.871802177	4.301358732	2.014903021	1.30833282	3.594568775	2.734367509	2.975529566	3.157000421	3.226843995	2.219203484	2.809402695	4.573679519	3.165475048	2.610069793
CSN2	NA	4.950177325	4.357990057	4.668144985	4.844974178	4.314817885	4.348986781	4.219507705	4.755312844	4.219507705	4.619073091	4.611152258	4.693181063	4.764734756	3.7208625	4.271095074	4.563305982	5.065754593	4.446174454	4.838660029	4.192680463	3.63758616	4.091005661	5.547908088	4.779963476
CSN3	NA	2.653241965	2.406945108	3.642835516	3.144152279	4.308110952	3.020424886	2.433613355	2.208274414	2.564949357	2.261763098	2.4765384	4.188138442	1.774952351	2.975529566	2.388762789	2.965273066	2.923161581	2.791165108	2.32238772	2.778819272	2.766319109	2.459588842	2.827313622	2.772588722
CSNK1A1	NA	7.647336895	7.645823326	6.616557962	6.392368602	7.153137817	7.300054871	7.606088639	7.282450829	6.964958518	7.193682505	7.397191297	7.080470844	7.440951973	6.99851663	7.534482876	7.011168529	6.377052914	6.247615159	6.962982363	7.206483645	7.125431439	6.800248862	6.746572343	7.275583586
CSNK1D	NA	6.726120041	6.694581787	6.922140428	6.716198692	6.738098444	6.620518875	6.492839429	6.626459132	6.611531703	6.673098841	6.663393194	6.516554562	6.565786816	6.859148323	6.687989046	6.970554116	6.789074491	6.771435115	6.353198764	6.315568873	6.828357896	7.064643871	6.47061733	6.739847413
CSNK1E	NA	4.584658658	5.081970959	5.150235059	5.226715211	5.19419236	4.768330629	4.761273131	4.777083109	4.757920376	4.536038902	4.958501404	5.315382796	5.060246552	5.014918011	4.734318958	4.712119056	5.108996933	5.868739211	4.661033888	4.769842922	4.953417472	4.893242263	5.555616117	4.791630125
CSNK1G1	NA	5.043943059	4.824302813	4.966673398	5.301545051	4.943839121	4.909879029	4.420487624	4.609077876	4.544801676	4.771279645	4.644628916	5.378659121	4.851446427	4.64203235	4.475214548	3.634285818	4.962371033	4.579809773	4.673607335	4.080333404	4.467966894	4.291918186	5.138448495	4.712924224
CSNK1G2	NA	5.762586084	5.778483902	6.064894631	6.356831014	5.650062247	6.004947366	5.796635525	5.782959676	6.17562322	5.887900953	6.147524221	6.549284143	5.827047816	6.092974916	5.899025135	6.211278638	6.236226916	6.666306665	6.122278587	6.06581063	5.928621707	6.053399533	6.457535515	6.040363401
CSNK1G3	NA	6.3157196	6.474353552	5.492238059	5.431973751	5.739149618	6.156767099	6.374684046	5.919431344	6.455041318	6.275138598	6.465522447	5.682218297	6.278146119	5.636930168	6.673677163	6.221385083	5.419206684	5.910254492	6.125558282	6.19725846	5.918087077	5.868449096	5.957649199	6.688479239
