Feature	Description	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Barrett's Esophagus_1	Barrett's Esophagus_2	Barrett's Esophagus_3	Barrett's Esophagus_4	Barrett's Esophagus_5	Barrett's Esophagus_6	Barrett's Esophagus_7	Barrett's Esophagus_8	EAC_1	EAC_2	EAC_3	EAC_4	EAC_5	EAC_6	EAC_7	EAC_8
SLC6A15	NA	2.965273066	3.535145354	2.442347035	1.960094784	2.351375257	3.875359021	4.594109239	1.85629799	0.875468737	1.808288771	2.332143895	2.525728644	4.784988613	1.960094784	3.328626689	1.481604541	1.960094784	2.014903021	1.704748092	1.589235205	2.58021683	1.757857918	1.887069649	2.332143895
SLC6A16	NA	4.815431111	3.64805746	4.642465971	4.743191484	4.50313746	4.297285406	2.557227311	4.679349584	4.773223771	4.041295341	2.667228207	4.722063937	4.310799125	4.812997033	4.056988776	4.197201948	3.342861805	4.870606649	4.423648309	5.047288612	4.404277244	5.150976779	5.191288794	3.540959324
SLC6A2	NA	3.743833324	3.755334761	3.414731861	3.819307605	3.4873329	3.177124003	3.766747494	2.769051021	2.893520544	3.114743855	3.571178599	3.602891418	3.4367956	2.726560922	3.414215967	2.965846228	2.788801933	2.820832286	3.166527722	3.365090339	3.333084409	3.243474052	3.540517159	2.977680226
SLC6A20	NA	2.282382386	2.533696814	3.08190997	3.532225644	2.564949357	2.856470206	2.766319109	2.493205453	5.847594177	5.970240911	5.247550249	4.280824129	2.442347035	5.27709373	6.365954851	5.951943789	5.701112246	4.853591544	5.417876602	5.021245473	2.251291799	1.945910149	2.2300144	5.362699625
SLC6A3	NA	3.265759411	3.261935314	3.608211551	4.056988776	3.284663565	2.753660712	2.740840024	3.33220451	3.716008122	3.918005077	3.496507561	3.277144733	3.19047635	4.748404354	3.218875825	2.879198457	4.332048265	4.567468319	3.198673118	5.285232127	3.39785848	4.82350218	4.649187071	3.19047635
SLC6A4	NA	5.586499314	5.616407395	6.055143324	5.441984716	5.307277108	5.334649296	5.473949935	4.105943698	4.900820428	4.447346101	5.272486607	4.704110134	4.003690194	4.794963758	5.050496828	4.606169686	4.241326753	4.628886713	4.48863637	3.883623531	4.934473933	4.348986781	5.250701513	4.784988613
SLC6A5	NA	3.328626689	3.238678452	3.634951112	4.940927882	2.879198457	2.879198457	3.095577609	3.39785848	2.901421594	4.235554731	3.363841595	3.321432413	3.46885603	2.856470206	4.312140507	4.21508618	3.169685581	2.341805806	3.157000421	2.57261223	3.608211551	3.621670704	4.571613402	4.415219602
SLC6A6	NA	2.282105317	2.208096103	2.504176719	2.849079104	1.88030219	2.524591261	2.18463877	1.941221349	2.448627056	2.064529577	2.405628561	2.88884977	2.870773846	2.549480614	2.05663592	2.941690938	2.751542569	2.703695959	2.288897544	2.816292364	1.840991923	2.384676416	2.325162897	2.51420969
SLC6A7	NA	2.282382386	2.4765384	2.785011242	2.939161922	2.549445171	2.451005098	2.2300144	2.2300144	2.163323026	2.351375257	2.525728644	2.509599262	2.041220329	2.541601993	2.302585093	2.240709689	2.57261223	2.433613355	2.48490665	2.219203484	2.602689685	2.208274414	2.674148649	2.451005098
SLC6A8	NA	6.450876161	6.457514087	5.959379367	6.481168133	6.591696937	6.472452205	6.341736039	6.053917561	6.81264033	6.961178806	5.976113465	6.338588292	6.232741242	6.013435825	6.946331301	6.461971088	7.339495467	7.268547322	5.321319499	6.359508209	6.493040493	6.577043259	6.268694957	6.50591559
SLC6A9	NA	5.420977379	5.030437921	5.613128106	5.255409866	4.93878119	5.358471289	5.017941869	4.077537444	2.595254707	4.721173862	4.993828176	3.218875825	4.613138356	4.316153891	4.689511334	4.02356438	3.363841595	3.374168709	4.447346101	3.88567903	4.789157022	4.417635062	3.086486637	2.867898902
SLC7A1	NA	6.248563335	6.007366588	5.943254497	5.206291484	5.910822937	6.064314312	5.856640694	4.817459536	5.253290323	4.765957481	5.335001387	5.199881757	5.743569212	5.63461404	4.927800364	5.639154527	5.214559886	5.127388231	5.814869471	5.22763539	5.960574783	4.849116598	5.316176586	4.930153246
SLC7A10	NA	4.119037175	3.068052935	4.14472077	4.75617306	3.683866912	4.032469159	3.139832618	3.55820113	3.575150689	2.747270914	4.050044303	3.63758616	2.701361213	3.935739532	3.17805383	4.010962953	4.157319361	3.377587516	1.916922612	3.010620886	3.660994251	2.557227311	2.923161581	3.947390149
SLC7A11	NA	4.340250789	4.487831828	4.530806868	4.444350264	4.355473727	4.415075474	4.661340833	3.493054279	5.493861159	5.29931218	5.365262902	5.666222338	5.387284701	4.562048611	6.109466203	5.65166108	5.06066177	4.5129668	4.944355333	5.958003764	4.702951615	4.275622821	5.015560237	5.315173799
SLC7A2	NA	2.76000994	3.96081317	3.109060959	2.944438979	2.208274414	1.686398954	2.116255515	1.547562509	1.945910149	2.163323026	2.104134154	1.931521412	2.379546134	2.468099531	1.974081026	2.433613355	3.034952987	2.433613355	2.054123734	2.272125886	1.098612289	2.388762789	1.902107526	2.00148
SLC7A4	NA	4.228823494	3.930555277	4.491978288	4.530604537	4.219827672	3.900132741	3.905060757	3.296392113	3.218347546	3.370814927	3.897440406	3.889057577	3.468423977	3.740163389	3.720718842	3.764251897	3.847981304	3.62889612	3.531575449	3.698161512	3.836462701	3.484491036	3.72610841	3.646015399
SLC7A5	NA	7.906510399	7.573788167	8.039770106	7.854807973	7.832569582	7.644153502	7.529030447	4.405498991	6.256901011	6.121176154	7.75439578	7.126569472	8.125039097	6.653250051	7.209783945	6.647299193	7.816699088	6.590713051	6.67683154	7.408833551	7.973120974	6.477587558	6.695180679	6.265491309
SLC7A6	NA	5.151175309	5.183247433	5.007054576	4.284284834	4.825990583	4.804507862	5.062163619	4.973771664	4.632585702	5.033788687	4.771185921	4.760991264	5.09309674	5.093867586	5.22206321	5.124659482	4.7378239	5.110055177	4.852096348	4.784697004	4.732962565	5.070079083	5.060941941	5.027067285
SLC7A7	NA	5.598792261	5.398162702	6.235782334	6.279459071	6.493299879	6.01980902	5.701446415	5.971771914	7.028378721	6.678090511	6.682609725	6.843643334	6.959208561	6.524589678	6.389401389	6.720943657	7.180450609	7.352633389	6.683986532	6.930299243	6.341945347	7.266757513	6.925103917	6.82437367
SLC7A8	NA	5.37305916	5.164383286	5.7543851	4.776029115	5.359043168	5.289519316	5.091712768	5.811071871	5.145303387	4.909862508	5.343436271	4.727885467	5.399800196	5.263338348	5.068070283	5.186421743	4.684247129	4.663142538	4.052395441	4.737971709	4.755706332	4.410301609	4.058771901	4.918124133
SLC7A9	NA	5.511814541	5.428468051	5.422303346	5.480638923	5.571773732	5.163642463	4.935193099	4.984291319	5.703115586	6.244166901	5.424509392	3.095577609	5.14107859	4.943782987	6.299133053	6.682985406	5.621849092	6.441743671	6.499034878	5.122772794	4.956531035	4.801559	5.059425458	6.032846385
SLC8A1	NA	3.486964682	3.593782393	3.713884065	3.840687442	2.868452634	3.337851902	3.224776986	4.165372891	3.297113964	3.244522394	3.651709521	3.418701023	3.059595928	2.921392754	2.958385049	3.021990536	2.931983855	2.889771538	3.462701298	3.39033822	2.866757259	3.208782967	2.856393508	3.303742639
SLC8A2	NA	5.424068572	5.013963084	5.302309388	5.159629847	5.208392659	5.295814236	4.844974178	4.999911331	4.259859001	4.81866736	5.026508643	4.751864565	4.777441407	3.616308761	3.555348061	3.883623531	4.471638793	3.572345638	4.282206299	3.737669618	4.767289035	3.864931398	3.708682081	3.214867803
SLC9A1	NA	4.259859001	4.502029427	4.911919321	6.078559254	6.069351086	4.768988271	4.973279508	4.852030264	7.016968364	6.862339415	6.450944244	6.403243017	5.833933159	6.877296071	6.947841003	6.979238381	6.769641977	6.086547428	6.188058763	6.9091543	6.008321664	6.539152336	6.217204724	6.18538524
SLC9A2	NA	3.605497845	3.589059119	4.695924549	4.821087692	3.269568939	4.14472077	3.877431561	1.30833282	1.824549292	2.079441542	4.074141855	4.268297869	1.757857918	4.643428898	4.758749274	4.569543008	4.223909767	1.526056303	4.014579594	2.186051277	2.014903021	2.2300144	3.864931398	4.25561271
SLC9A3	NA	2.721295428	2.674148649	2.76000994	3.701301974	3.634951112	3.437207819	2.839078464	2.791165108	2.066862759	2.610069793	2.4765384	2.791165108	2.58021683	4.904533763	2.939161922	2.459588842	2.856470206	2.708050201	3.658420247	2.197224577	2.917770732	2.753660712	3.250374492	3.165475048
SLC9A3R1	NA	8.375721789	8.169732806	8.516352838	9.110332174	7.973878811	8.639552407	8.40778003	5.071416766	8.123083367	7.898670992	8.503155117	8.56756306	7.918774203	8.050161143	8.359181735	8.264208798	7.31155233	7.414331888	7.105211723	7.803149185	8.185182985	6.234018492	6.885918584	7.447226667
SLC9A3R2	NA	2.442347035	2.451005098	2.140066163	1.547562509	3.55820113	3.552486829	1.609437912	1.589235205	3.608211551	1.704748092	3.005682604	3.992680908	3.499533282	2.63905733	3.569532696	1.193922468	2.63905733	2.839078464	3.642835516	3.010620886	2.282382386	3.242592351	3.299533728	3.858622229
SLC9A5	NA	2.815408719	4.642465971	3.202746443	4.561218298	3.56671182	3.034952987	2.778819272	3.025291076	3.068052935	4.467056884	3.706228092	4.587006215	3.817712326	4.283586562	2.90690106	2.949688335	3.446807893	4.889596966	2.949688335	4.53044664	2.646174797	4.473921899	4.654912278	3.877431561
SLC9A6	NA	6.827412526	6.902541712	6.643789733	6.206575927	6.297845697	6.797717174	7.048038824	6.789309524	6.548362359	6.538718527	6.484177115	5.969218938	6.453624999	6.240275845	6.717804695	6.452048954	6.62658529	6.538139824	6.41411448	6.351932289	6.305362462	6.481883361	6.298029707	6.359054703
SLC9A7	NA	3.55820113	2.251291799	3.968403339	3.964615456	3.543853682	3.686376324	2.721295428	1.193922468	2.2300144	2.397895273	2.442347035	1.252762968	4.053522568	2.140066163	3.063390922	2.104134154	3.941581808	3.194583132	2.186051277	3.339321978	3.039749159	3.918005077	2.4765384	4.112511866
SLC9A8	NA	5.814727369	5.758586267	5.85850442	5.632644447	5.697764402	5.325446034	5.583120298	5.211124155	5.815323849	5.348059458	5.891644212	5.423186349	5.287256419	4.069026754	5.338499156	5.462983988	6.548075826	6.585619778	5.674010316	4.89858579	5.519859636	5.133442723	5.789042319	5.142248181
SLCO1A2	NA	3.604712535	3.285462694	3.35911782	4.069710095	3.863100723	4.320340702	3.005637307	3.551783445	2.896976668	2.985568551	3.007971468	3.81170797	3.145553172	3.99928004	4.058476041	3.491782689	3.320367554	2.341561539	3.394279044	3.797772166	3.399042282	3.428887535	3.640517961	3.366719663
SLCO1B1	NA	3.446807893	3.529297384	4.115779843	4.034240638	3.387774361	4.244200318	3.04927304	3.186352633	2.856470206	3.063390922	3.597312261	2.646174797	3.058707073	4.149463861	3.663561646	2.501435952	3.526360525	3.471966453	1.974081026	2.587764035	3.456316681	3.972176928	2.809402695	4.314817885
SLCO1B3	NA	2.4765384	2.980618636	2.791165108	3.698829785	5.04407007	2.687847494	2.48490665	1.902107526	2.208274414	2.312535424	2.341805806	4.117409835	2.587764035	4.32677816	3.61361697	2.517696473	3.918005077	3.292126287	4.300002799	3.621670704	4.796616651	4.320151231	2.406945108	4.575741375
SLCO1C1	NA	4.212127598	4.165113633	4.498697941	4.812997033	4.671893818	4.244200318	4.416428061	4.166665224	3.931825633	4.239886868	4.290459441	4.391976966	3.889777396	4.564348191	4.257030144	4.432006567	3.430756184	3.693866996	4.436751534	4.182050143	3.728100167	4.069026754	4.511957804	4.012772909
SLCO2A1	NA	6.237738516	6.447147371	6.80782444	6.318968114	6.472346295	6.442062345	6.1459009	6.152732695	7.445826352	6.599870499	6.666320458	7.516705301	7.110614487	6.781851862	6.71973753	6.788859124	6.25977265	6.087001974	6.964135612	6.625657585	6.419506209	6.701345927	6.281144622	6.88530515
SLCO2B1	NA	4.918725683	5.173758578	4.512247394	4.848080358	4.849708777	4.568906306	4.553916242	4.996902721	4.58150723	5.322944481	3.717292515	3.690084067	4.542097161	4.015245518	4.614701393	5.47138411	4.352267443	5.566170027	5.473674251	4.327685282	5.23658278	5.368410129	5.126427024	5.717699659
SLCO3A1	NA	5.238228322	5.173818185	5.307658317	5.271906978	5.314790014	5.267205299	5.343746258	4.80526848	4.261786399	4.535847678	5.023542803	5.759946567	5.49408032	4.786249924	4.675398862	3.641916385	5.343265026	5.96748892	4.24106065	4.608244217	5.175705857	5.19045058	3.880576534	5.118685363
SLCO4A1	NA	6.525029658	7.013735603	6.839690548	7.567604174	6.885100588	6.393088956	6.515453157	6.132747072	6.604214791	6.261491684	6.87873833	6.266251332	6.416078474	6.386374141	6.427943709	6.591536548	6.997321722	6.694933277	6.644310431	6.515157037	6.829793738	5.438513997	6.840225622	6.233233563
SLCO4C1	NA	3.039749159	2.501435952	2.803360381	3.433987204	3.261935314	3.321432413	2.844909384	1.16315081	2.557227311	1.131402111	2.57261223	3.144152279	3.198673118	3.430756184	3.478158423	2.90690106	3.869115504	3.414442608	1.945910149	2.975529566	3.122364924	0.470003629	0.993251773	3.122364924
SLCO5A1	NA	3.591817741	3.157000421	3.465735903	4.259859001	3.953164949	4.40060302	3.122364924	1.945910149	3.575150689	3.673765816	2.985681938	3.374168709	3.546739687	3.077312261	3.04927304	4.12552018	3.923951576	4.021773869	4.664382046	3.010620886	3.210843653	2.58021683	4.051784948	3.824284091
SLFN12	NA	4.141546164	3.970291914	4.191168747	3.822098298	4.540098189	4.356708827	3.60004824	3.854393893	4.541164856	4.293195421	4.318820559	4.195697056	4.334672938	3.610917913	3.5085559	4.138361448	3.919991175	4.077537444	3.990834186	4.743191484	3.7208625	4.844187086	4.858260814	4.717605615
SLIT1	NA	4.820479237	5.048556654	5.265345212	5.446977913	4.216155228	4.596459244	4.514726293	3.612566033	4.043704888	4.557399083	4.377048813	4.729362144	3.995522047	3.991922923	4.669143789	4.841089596	3.907906103	3.852856412	3.972175155	3.955715159	4.682052774	4.578164852	3.615093272	4.065632985
SLIT2	NA	5.453610251	5.58762312	5.736249665	4.350277936	6.086320078	5.88276513	5.271973391	7.892564103	5.68595789	6.798386742	5.112590017	5.037601742	4.906755164	5.321056854	4.835487941	5.68629716	4.8978398	5.328361488	5.852489795	5.872681011	6.016401032	5.677438499	6.007829901	5.093750201
SLIT3	NA	3.358055197	2.647957241	3.983119888	4.119014701	4.206975216	3.453026916	3.790332019	4.990119656	3.751755057	4.878094919	3.39825541	4.129115367	4.424940567	3.390755776	2.933375651	3.378187047	3.770217819	3.459149746	3.124156815	3.077683759	4.012234702	5.056304628	3.778906135	3.836753401
SLITRK3	NA	4.133565275	4.49980967	4.99518319	4.906015245	5.113793386	4.357990057	3.64805746	5.998440161	2.954910279	4.858260814	4.262679877	4.500920165	4.547541073	4.75272775	4.613138356	4.618086411	4.825910853	3.292126287	2.939161922	4.084294226	4.661550519	5.496758305	4.436751534	4.123903364
SLITRK5	NA	2.533696814	2.660259537	2.58021683	3.718438256	2.63905733	2.595254707	2.282382386	4.703203926	1.85629799	2.442347035	3.218875825	2.174751721	2.468099531	2.261763098	2.660259537	2.272125886	2.116255515	2.370243741	2.379546134	3.453157121	2.116255515	2.48490665	2.803360381	2.128231706
SLK	NA	7.269918613	7.183584597	5.847955401	5.547112629	5.972107127	6.346298956	7.171319065	7.201949554	6.512471825	6.989764265	6.819078659	6.189298243	5.978723649	5.944399309	7.044075745	6.124179568	5.579555641	5.944796333	6.486603189	6.442801671	5.888250459	6.061988583	6.459520479	6.382626341
SLMO1	NA	2.827313622	2.557227311	3.086486637	3.55820113	2.766319109	2.76000994	2.954910279	3.117949906	2.610069793	2.549445171	2.424802726	4.294560609	2.451005098	3.135494216	2.867898902	2.879198457	4.347693956	4.972587226	2.895911938	3.210843653	2.970414466	3.277144733	3.292126287	3.100092289
SLMO2	NA	6.559331911	6.070506754	4.615120517	4.280824129	5.581991418	5.506956232	5.803929423	5.195176608	6.251325681	6.230087669	6.250747145	5.249127122	5.468903667	5.814727369	6.408858226	5.970496241	6.463809184	6.670259221	6.789647191	6.626055278	5.451896454	4.935911748	6.154433375	6.29489693
SLN	NA	5.666426688	5.436338664	5.82953368	5.800001332	6.876161407	5.43590303	5.216564865	5.729775055	5.340418543	5.547128665	5.441551535	5.586499314	5.050496828	5.39997102	5.282187985	5.087596335	5.334649296	5.49388415	5.323009979	5.424509392	7.061077044	5.94437294	5.754792396	5.201255654
SLPI	NA	9.612593661	9.964121586	9.829060299	10.56108786	9.788357245	9.624269558	9.83628415	6.219794625	7.951207156	9.093829027	9.723870336	10.10550961	9.571769994	10.01142225	9.421735176	9.130593454	8.712381614	9.518155899	7.109552612	9.57270311	9.947911054	8.320034101	9.342429475	7.436027816
SLTM	NA	7.047343293	6.586309576	5.691034902	5.761107541	6.332746626	6.464899782	6.37910507	6.624198021	6.747116933	6.626717749	6.608944849	6.336117516	6.170029055	6.74605954	6.67569711	6.371440892	6.791446157	6.674056214	6.481577129	6.638436891	6.20899236	6.669117307	6.784004472	6.740873907
SLURP1	NA	9.370535604	9.312905986	9.343743006	10.36863566	8.789797158	9.39110238	9.229878258	3.777348102	4.401829262	6.323283115	8.080670759	7.276141379	7.910847366	7.28673951	8.5080919	7.914032956	4.175924549	4.204692619	3.288401888	6.138158926	8.954286157	3.496507561	4.032469159	4.084294226
SMA4	NA	4.428433007	4.284964922	4.876722877	3.363841595	1.547562509	4.141546164	4.728272383	4.377014093	4.030694535	4.935193099	4.350277936	4.295923936	4.207673248	4.248495242	2.57261223	3.000719815	3.958906591	5.086361005	3.751854253	4.021773869	4.879006852	4.598145571	5.397257314	4.805659047
SMAD1	NA	5.529694512	5.039271387	4.755275813	5.014356964	5.098801009	5.292247927	5.465010929	4.436713019	4.048463543	5.530635586	5.191549935	5.738049769	5.628821989	4.814725313	5.211328435	3.94563546	4.481542988	4.463972815	4.21440389	5.481834368	5.170038129	5.576955321	5.522823061	5.125712619
SMAD2	NA	6.661302562	6.66671185	6.361577091	5.862184603	6.226839876	6.593013293	6.455982906	7.12016217	6.222822939	6.609186353	6.400454526	6.111901438	6.534485837	6.538870612	6.644913237	6.578455273	5.827488747	5.620248099	6.1179264	6.106969807	6.262355845	6.574608799	6.069650405	6.259568831
SMAD3	NA	5.655172214	6.339408061	6.310324513	6.229489278	5.933551152	6.322804512	6.168250484	4.722251891	5.184889254	5.802703194	6.191612886	5.874701625	5.483342627	6.221006811	6.092335921	6.046886246	5.729452016	4.357373814	4.874439566	4.871225022	5.913569446	5.053296097	5.239853797	5.720842052
SMAD4	NA	5.146803593	5.123283244	4.790640143	4.290087751	4.346905925	5.315203005	5.011042462	5.622640643	5.125947709	5.147909394	5.116089801	4.524361107	4.719200706	5.147755361	5.182623962	4.661474131	4.604823066	4.20103032	4.901835819	4.680920916	4.908199541	4.973210299	5.20923078	4.940219226
SMAD5	NA	4.797772814	4.699239157	3.741869616	4.16305024	3.546469701	4.72654758	4.453095731	5.126399224	4.029802486	4.721375624	4.772734067	4.671882004	4.402237592	4.625534781	4.696492605	3.639376579	5.074215476	3.698094022	4.694347034	4.958153515	3.214980692	4.042601697	3.624003041	4.939215624
SMAD5OS	NA	4.838660029	4.998562713	5.064491967	5.261134575	4.780802755	5.225746674	3.953164949	4.469350463	4.289088639	4.914858339	4.619073091	4.658710953	4.000033883	4.682131227	4.601162165	4.280824129	4.803201036	4.685828089	5.16706908	4.021773869	4.62399194	4.579852378	5.538121359	4.186619838
SMAD6	NA	4.436248056	3.679314117	4.791179083	4.594451199	4.474022721	3.95380673	3.628403584	4.173890774	3.651548053	4.075129184	3.904047457	4.638187929	3.798369252	3.490572344	3.936343791	4.543878411	4.206804841	4.410442437	4.050212944	4.278764764	3.79799922	3.757499763	4.12412205	4.111036581
SMAD7	NA	4.809742352	5.53180721	5.173887288	4.918520005	5.205653682	5.584623493	5.584247906	6.06610809	5.539693686	6.009550015	5.69474173	5.107762005	5.148656592	5.645446898	5.883322388	5.578597109	5.318119994	5.029784113	5.758901774	5.611667186	5.458734088	6.167097116	4.652053772	5.405825574
SMAD9	NA	2.624668592	2.041220329	2.433613355	2.433613355	2.116255515	2.197224577	2.525728644	4.953712147	2.406945108	2.48490665	2.116255515	2.533696814	1.740466175	2.833213344	2.128231706	2.360854001	2.701361213	2.797281335	2.2300144	2.163323026	2.174751721	2.163323026	3.238678452	2.406945108
SMAGP	NA	8.000248887	8.168174577	8.352625105	8.362502366	7.91520212	8.06617617	7.786094891	4.972587226	7.393386164	7.08815833	7.740490474	7.599701739	7.268362481	8.204945165	7.448275618	7.787257537	7.291724327	6.316261752	6.432779308	6.652088536	7.983030702	6.571722946	7.048907559	7.382995175
SMAP1	NA	8.027900723	7.922623574	7.390366596	7.434847875	7.253399609	7.522021577	7.570907062	6.869845706	7.290361093	7.352248774	7.571936981	7.059359863	7.050902788	6.778557341	7.527578795	7.33843319	7.199080706	6.632791979	7.40324389	7.021351786	7.34012194	6.892235467	7.078088596	7.536310604
SMARCA1	NA	4.710112981	4.619187726	4.28436115	3.870254638	5.033095639	4.538970563	4.27490078	6.249745465	5.095524122	5.196050372	4.465300665	4.429011515	4.688128218	4.520289006	4.085700724	4.051273175	5.654192901	4.441861078	4.610868833	5.654203032	4.984380767	5.625772609	3.67536087	4.894054905
SMARCA2	NA	5.377195491	5.22272903	4.305457173	3.893469341	4.874996437	4.897362077	5.339416855	5.294912111	4.747470784	5.233472728	4.977234791	4.622084618	4.735483273	5.183913945	5.476761541	4.813893124	3.705810706	4.492790918	5.098061283	4.801196967	4.629233819	5.052096165	4.579812057	4.733445199
